cancer_group	cohort	cell_type	molecular_subtype	n
Low-grade glioma	PBTA	B cell	LGG, NF1-germline, RTK, FGFR	1
Low-grade glioma	PBTA	B cell	LGG, NF1-germline, other MAPK	1
Low-grade glioma	PBTA	B cell	LGG, NF1-somatic	3
Low-grade glioma	PBTA	B cell	LGG, NF1-somatic, FGFR	9
Low-grade glioma	PBTA	B cell	LGG, NF1-somatic, NF1-germline	2
Low-grade glioma	PBTA	B cell	LGG, NF1-somatic, NF1-germline, CDKN2A/B	1
Low-grade glioma	PBTA	B cell	LGG, NF1-somatic, NF1-germline, FGFR	1
Low-grade glioma	PBTA	B cell	LGG, RTK	15
Low-grade glioma	PBTA	B cell	LGG, RTK, BRAF V600E	1
Low-grade glioma	PBTA	B cell	LGG, RTK, CDKN2A/B	1
Low-grade glioma	PBTA	B cell	LGG, To be classified	5
Low-grade glioma	PBTA	B cell	LGG, other MAPK	26
Low-grade glioma	PBTA	B cell	LGG, other MAPK, CDKN2A/B	1
Low-grade glioma	PBTA	B cell	LGG, other MAPK, H3	1
Low-grade glioma	PBTA	B cell	LGG, other MAPK, IDH	1
Low-grade glioma	PBTA	B cell	LGG, wildtype	53
Low-grade glioma	PBTA	B cell	SEGA, RTK	1
Low-grade glioma	PBTA	B cell	SEGA, wildtype	2
Low-grade glioma	PBTA	Macrophage M1	LGG, BRAF V600E	34
Low-grade glioma	PBTA	Macrophage M1	LGG, BRAF V600E, CDKN2A/B	8
Low-grade glioma	PBTA	Macrophage M1	LGG, BRAF V600E, other MAPK	2
Low-grade glioma	PBTA	Macrophage M1	LGG, BRAF/MAPK	3
Low-grade glioma	PBTA	Macrophage M1	LGG, FGFR	12
Low-grade glioma	PBTA	Macrophage M1	LGG, FGFR, NF1-germline	1
Low-grade glioma	PBTA	Macrophage M1	LGG, FGFR, NF1-somatic	1
Low-grade glioma	PBTA	Macrophage M1	LGG, IDH	8
Low-grade glioma	PBTA	Macrophage M1	LGG, KIAA1549-BRAF	189
Low-grade glioma	PBTA	Macrophage M1	LGG, KIAA1549-BRAF, BRAF V600E	2
Low-grade glioma	PBTA	Macrophage M1	LGG, KIAA1549-BRAF, CDKN2A/B	1
Low-grade glioma	PBTA	Macrophage M1	LGG, KIAA1549-BRAF, FGFR	2
Low-grade glioma	PBTA	Macrophage M1	LGG, KIAA1549-BRAF, RTK	8
Low-grade glioma	PBTA	Macrophage M1	LGG, KIAA1549-BRAF, other MAPK	3
Low-grade glioma	PBTA	Macrophage M1	LGG, MAPK	2
Low-grade glioma	PBTA	Macrophage M1	LGG, MYB/MYBL1	6
Low-grade glioma	PBTA	Macrophage M1	LGG, MYB/MYBL1, other MAPK	1
Low-grade glioma	PBTA	Macrophage M1	LGG, NF1-germline	6
Low-grade glioma	PBTA	Macrophage M1	LGG, NF1-germline, CDKN2A/B	3
Low-grade glioma	PBTA	Macrophage M1	LGG, NF1-germline, FGFR	2
Low-grade glioma	PBTA	Macrophage M1	LGG, NF1-germline, RTK, FGFR	1
Low-grade glioma	PBTA	Macrophage M1	LGG, NF1-germline, other MAPK	1
Low-grade glioma	PBTA	Macrophage M1	LGG, NF1-somatic	3
Low-grade glioma	PBTA	Macrophage M1	LGG, NF1-somatic, FGFR	9
Low-grade glioma	PBTA	Macrophage M1	LGG, NF1-somatic, NF1-germline	2
Low-grade glioma	PBTA	Macrophage M1	LGG, NF1-somatic, NF1-germline, CDKN2A/B	1
Low-grade glioma	PBTA	Macrophage M1	LGG, NF1-somatic, NF1-germline, FGFR	1
Low-grade glioma	PBTA	Macrophage M1	LGG, RTK	15
Low-grade glioma	PBTA	Macrophage M1	LGG, RTK, BRAF V600E	1
Low-grade glioma	PBTA	Macrophage M1	LGG, RTK, CDKN2A/B	1
Low-grade glioma	PBTA	Macrophage M1	LGG, To be classified	5
Low-grade glioma	PBTA	Macrophage M1	LGG, other MAPK	26
Low-grade glioma	PBTA	Macrophage M1	LGG, other MAPK, CDKN2A/B	1
Low-grade glioma	PBTA	Macrophage M1	LGG, other MAPK, H3	1
Low-grade glioma	PBTA	Macrophage M1	LGG, other MAPK, IDH	1
Low-grade glioma	PBTA	Macrophage M1	LGG, wildtype	53
Low-grade glioma	PBTA	Macrophage M1	SEGA, RTK	1
Low-grade glioma	PBTA	Macrophage M1	SEGA, wildtype	2
Low-grade glioma	PBTA	Macrophage M2	LGG, BRAF V600E	34
Low-grade glioma	PBTA	Macrophage M2	LGG, BRAF V600E, CDKN2A/B	8
Low-grade glioma	PBTA	Macrophage M2	LGG, BRAF V600E, other MAPK	2
Low-grade glioma	PBTA	Macrophage M2	LGG, BRAF/MAPK	3
Low-grade glioma	PBTA	Macrophage M2	LGG, FGFR	12
Low-grade glioma	PBTA	Macrophage M2	LGG, FGFR, NF1-germline	1
Low-grade glioma	PBTA	Macrophage M2	LGG, FGFR, NF1-somatic	1
Low-grade glioma	PBTA	Macrophage M2	LGG, IDH	8
Low-grade glioma	PBTA	Macrophage M2	LGG, KIAA1549-BRAF	189
Low-grade glioma	PBTA	Macrophage M2	LGG, KIAA1549-BRAF, BRAF V600E	2
Low-grade glioma	PBTA	Macrophage M2	LGG, KIAA1549-BRAF, CDKN2A/B	1
Low-grade glioma	PBTA	Macrophage M2	LGG, KIAA1549-BRAF, FGFR	2
Low-grade glioma	PBTA	Macrophage M2	LGG, KIAA1549-BRAF, RTK	8
Low-grade glioma	PBTA	Macrophage M2	LGG, KIAA1549-BRAF, other MAPK	3
Low-grade glioma	PBTA	Macrophage M2	LGG, MAPK	2
Low-grade glioma	PBTA	Macrophage M2	LGG, MYB/MYBL1	6
Low-grade glioma	PBTA	Macrophage M2	LGG, MYB/MYBL1, other MAPK	1
Low-grade glioma	PBTA	Macrophage M2	LGG, NF1-germline	6
Low-grade glioma	PBTA	Macrophage M2	LGG, NF1-germline, CDKN2A/B	3
Low-grade glioma	PBTA	Macrophage M2	LGG, NF1-germline, FGFR	2
Low-grade glioma	PBTA	Macrophage M2	LGG, NF1-germline, RTK, FGFR	1
Low-grade glioma	PBTA	Macrophage M2	LGG, NF1-germline, other MAPK	1
Low-grade glioma	PBTA	Macrophage M2	LGG, NF1-somatic	3
Low-grade glioma	PBTA	Macrophage M2	LGG, NF1-somatic, FGFR	9
Low-grade glioma	PBTA	Macrophage M2	LGG, NF1-somatic, NF1-germline	2
Low-grade glioma	PBTA	Macrophage M2	LGG, NF1-somatic, NF1-germline, CDKN2A/B	1
Low-grade glioma	PBTA	Macrophage M2	LGG, NF1-somatic, NF1-germline, FGFR	1
Low-grade glioma	PBTA	Macrophage M2	LGG, RTK	15
Low-grade glioma	PBTA	Macrophage M2	LGG, RTK, BRAF V600E	1
Low-grade glioma	PBTA	Macrophage M2	LGG, RTK, CDKN2A/B	1
Low-grade glioma	PBTA	Macrophage M2	LGG, To be classified	5
Low-grade glioma	PBTA	Macrophage M2	LGG, other MAPK	26
Low-grade glioma	PBTA	Macrophage M2	LGG, other MAPK, CDKN2A/B	1
Low-grade glioma	PBTA	Macrophage M2	LGG, other MAPK, H3	1
Low-grade glioma	PBTA	Macrophage M2	LGG, other MAPK, IDH	1
Low-grade glioma	PBTA	Macrophage M2	LGG, wildtype	53
Low-grade glioma	PBTA	Macrophage M2	SEGA, RTK	1
Low-grade glioma	PBTA	Macrophage M2	SEGA, wildtype	2
Low-grade glioma	PBTA	Monocyte	LGG, BRAF V600E	34
Low-grade glioma	PBTA	Monocyte	LGG, BRAF V600E, CDKN2A/B	8
Low-grade glioma	PBTA	Monocyte	LGG, BRAF V600E, other MAPK	2
Low-grade glioma	PBTA	Monocyte	LGG, BRAF/MAPK	3
Low-grade glioma	PBTA	Monocyte	LGG, FGFR	12
Low-grade glioma	PBTA	Monocyte	LGG, FGFR, NF1-germline	1
Low-grade glioma	PBTA	Monocyte	LGG, FGFR, NF1-somatic	1
Low-grade glioma	PBTA	Monocyte	LGG, IDH	8
Low-grade glioma	PBTA	Monocyte	LGG, KIAA1549-BRAF	189
Low-grade glioma	PBTA	Monocyte	LGG, KIAA1549-BRAF, BRAF V600E	2
Low-grade glioma	PBTA	Monocyte	LGG, KIAA1549-BRAF, CDKN2A/B	1
Low-grade glioma	PBTA	Monocyte	LGG, KIAA1549-BRAF, FGFR	2
Low-grade glioma	PBTA	Monocyte	LGG, KIAA1549-BRAF, RTK	8
Low-grade glioma	PBTA	Monocyte	LGG, KIAA1549-BRAF, other MAPK	3
Low-grade glioma	PBTA	Monocyte	LGG, MAPK	2
Low-grade glioma	PBTA	Monocyte	LGG, MYB/MYBL1	6
Low-grade glioma	PBTA	Monocyte	LGG, MYB/MYBL1, other MAPK	1
Low-grade glioma	PBTA	Monocyte	LGG, NF1-germline	6
Low-grade glioma	PBTA	Monocyte	LGG, NF1-germline, CDKN2A/B	3
Low-grade glioma	PBTA	Monocyte	LGG, NF1-germline, FGFR	2
Low-grade glioma	PBTA	Monocyte	LGG, NF1-germline, RTK, FGFR	1
Low-grade glioma	PBTA	Monocyte	LGG, NF1-germline, other MAPK	1
Low-grade glioma	PBTA	Monocyte	LGG, NF1-somatic	3
Low-grade glioma	PBTA	Monocyte	LGG, NF1-somatic, FGFR	9
Low-grade glioma	PBTA	Monocyte	LGG, NF1-somatic, NF1-germline	2
Low-grade glioma	PBTA	Monocyte	LGG, NF1-somatic, NF1-germline, CDKN2A/B	1
Low-grade glioma	PBTA	Monocyte	LGG, NF1-somatic, NF1-germline, FGFR	1
Low-grade glioma	PBTA	Monocyte	LGG, RTK	15
Low-grade glioma	PBTA	Monocyte	LGG, RTK, BRAF V600E	1
Low-grade glioma	PBTA	Monocyte	LGG, RTK, CDKN2A/B	1
Low-grade glioma	PBTA	Monocyte	LGG, To be classified	5
Low-grade glioma	PBTA	Monocyte	LGG, other MAPK	26
Low-grade glioma	PBTA	Monocyte	LGG, other MAPK, CDKN2A/B	1
Low-grade glioma	PBTA	Monocyte	LGG, other MAPK, H3	1
Low-grade glioma	PBTA	Monocyte	LGG, other MAPK, IDH	1
Low-grade glioma	PBTA	Monocyte	LGG, wildtype	53
Low-grade glioma	PBTA	Monocyte	SEGA, RTK	1
Low-grade glioma	PBTA	Monocyte	SEGA, wildtype	2
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, BRAF V600E	34
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, BRAF V600E, CDKN2A/B	8
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, BRAF V600E, other MAPK	2
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, BRAF/MAPK	3
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, FGFR	12
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, FGFR, NF1-germline	1
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, FGFR, NF1-somatic	1
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, IDH	8
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, KIAA1549-BRAF	189
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, KIAA1549-BRAF, BRAF V600E	2
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, KIAA1549-BRAF, CDKN2A/B	1
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, KIAA1549-BRAF, FGFR	2
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, KIAA1549-BRAF, RTK	8
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, KIAA1549-BRAF, other MAPK	3
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, MAPK	2
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, MYB/MYBL1	6
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, MYB/MYBL1, other MAPK	1
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, NF1-germline	6
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, NF1-germline, CDKN2A/B	3
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, NF1-germline, FGFR	2
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, NF1-germline, RTK, FGFR	1
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, NF1-germline, other MAPK	1
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, NF1-somatic	3
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, NF1-somatic, FGFR	9
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, NF1-somatic, NF1-germline	2
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, NF1-somatic, NF1-germline, CDKN2A/B	1
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, NF1-somatic, NF1-germline, FGFR	1
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, RTK	15
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, RTK, BRAF V600E	1
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, RTK, CDKN2A/B	1
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, To be classified	5
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, other MAPK	26
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, other MAPK, CDKN2A/B	1
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, other MAPK, H3	1
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, other MAPK, IDH	1
Low-grade glioma	PBTA	Myeloid dendritic cell	LGG, wildtype	53
Low-grade glioma	PBTA	Myeloid dendritic cell	SEGA, RTK	1
Low-grade glioma	PBTA	Myeloid dendritic cell	SEGA, wildtype	2
Low-grade glioma	PBTA	NK cell	LGG, BRAF V600E	34
Low-grade glioma	PBTA	NK cell	LGG, BRAF V600E, CDKN2A/B	8
Low-grade glioma	PBTA	NK cell	LGG, BRAF V600E, other MAPK	2
Low-grade glioma	PBTA	NK cell	LGG, BRAF/MAPK	3
Low-grade glioma	PBTA	NK cell	LGG, FGFR	12
Low-grade glioma	PBTA	NK cell	LGG, FGFR, NF1-germline	1
Low-grade glioma	PBTA	NK cell	LGG, FGFR, NF1-somatic	1
Low-grade glioma	PBTA	NK cell	LGG, IDH	8
Low-grade glioma	PBTA	NK cell	LGG, KIAA1549-BRAF	189
Low-grade glioma	PBTA	NK cell	LGG, KIAA1549-BRAF, BRAF V600E	2
Low-grade glioma	PBTA	NK cell	LGG, KIAA1549-BRAF, CDKN2A/B	1
Low-grade glioma	PBTA	NK cell	LGG, KIAA1549-BRAF, FGFR	2
Low-grade glioma	PBTA	NK cell	LGG, KIAA1549-BRAF, RTK	8
Low-grade glioma	PBTA	NK cell	LGG, KIAA1549-BRAF, other MAPK	3
Low-grade glioma	PBTA	NK cell	LGG, MAPK	2
Low-grade glioma	PBTA	NK cell	LGG, MYB/MYBL1	6
Low-grade glioma	PBTA	NK cell	LGG, MYB/MYBL1, other MAPK	1
Low-grade glioma	PBTA	NK cell	LGG, NF1-germline	6
Low-grade glioma	PBTA	NK cell	LGG, NF1-germline, CDKN2A/B	3
Low-grade glioma	PBTA	NK cell	LGG, NF1-germline, FGFR	2
Low-grade glioma	PBTA	NK cell	LGG, NF1-germline, RTK, FGFR	1
Low-grade glioma	PBTA	NK cell	LGG, NF1-germline, other MAPK	1
Low-grade glioma	PBTA	NK cell	LGG, NF1-somatic	3
Low-grade glioma	PBTA	NK cell	LGG, NF1-somatic, FGFR	9
Low-grade glioma	PBTA	NK cell	LGG, NF1-somatic, NF1-germline	2
Low-grade glioma	PBTA	NK cell	LGG, NF1-somatic, NF1-germline, CDKN2A/B	1
Low-grade glioma	PBTA	NK cell	LGG, NF1-somatic, NF1-germline, FGFR	1
Low-grade glioma	PBTA	NK cell	LGG, RTK	15
Low-grade glioma	PBTA	NK cell	LGG, RTK, BRAF V600E	1
Low-grade glioma	PBTA	NK cell	LGG, RTK, CDKN2A/B	1
Low-grade glioma	PBTA	NK cell	LGG, To be classified	5
Low-grade glioma	PBTA	NK cell	LGG, other MAPK	26
Low-grade glioma	PBTA	NK cell	LGG, other MAPK, CDKN2A/B	1
Low-grade glioma	PBTA	NK cell	LGG, other MAPK, H3	1
Low-grade glioma	PBTA	NK cell	LGG, other MAPK, IDH	1
Low-grade glioma	PBTA	NK cell	LGG, wildtype	53
Low-grade glioma	PBTA	NK cell	SEGA, RTK	1
Low-grade glioma	PBTA	NK cell	SEGA, wildtype	2
Low-grade glioma	PBTA	Neutrophil	LGG, BRAF V600E	34
Low-grade glioma	PBTA	Neutrophil	LGG, BRAF V600E, CDKN2A/B	8
Low-grade glioma	PBTA	Neutrophil	LGG, BRAF V600E, other MAPK	2
Low-grade glioma	PBTA	Neutrophil	LGG, BRAF/MAPK	3
Low-grade glioma	PBTA	Neutrophil	LGG, FGFR	12
Low-grade glioma	PBTA	Neutrophil	LGG, FGFR, NF1-germline	1
Low-grade glioma	PBTA	Neutrophil	LGG, FGFR, NF1-somatic	1
Low-grade glioma	PBTA	Neutrophil	LGG, IDH	8
Low-grade glioma	PBTA	Neutrophil	LGG, KIAA1549-BRAF	189
Low-grade glioma	PBTA	Neutrophil	LGG, KIAA1549-BRAF, BRAF V600E	2
Low-grade glioma	PBTA	Neutrophil	LGG, KIAA1549-BRAF, CDKN2A/B	1
Low-grade glioma	PBTA	Neutrophil	LGG, KIAA1549-BRAF, FGFR	2
Low-grade glioma	PBTA	Neutrophil	LGG, KIAA1549-BRAF, RTK	8
Low-grade glioma	PBTA	Neutrophil	LGG, KIAA1549-BRAF, other MAPK	3
Low-grade glioma	PBTA	Neutrophil	LGG, MAPK	2
Low-grade glioma	PBTA	Neutrophil	LGG, MYB/MYBL1	6
Low-grade glioma	PBTA	Neutrophil	LGG, MYB/MYBL1, other MAPK	1
Low-grade glioma	PBTA	Neutrophil	LGG, NF1-germline	6
Low-grade glioma	PBTA	Neutrophil	LGG, NF1-germline, CDKN2A/B	3
Low-grade glioma	PBTA	Neutrophil	LGG, NF1-germline, FGFR	2
Low-grade glioma	PBTA	Neutrophil	LGG, NF1-germline, RTK, FGFR	1
Low-grade glioma	PBTA	Neutrophil	LGG, NF1-germline, other MAPK	1
Low-grade glioma	PBTA	Neutrophil	LGG, NF1-somatic	3
Low-grade glioma	PBTA	Neutrophil	LGG, NF1-somatic, FGFR	9
Low-grade glioma	PBTA	Neutrophil	LGG, NF1-somatic, NF1-germline	2
Low-grade glioma	PBTA	Neutrophil	LGG, NF1-somatic, NF1-germline, CDKN2A/B	1
Low-grade glioma	PBTA	Neutrophil	LGG, NF1-somatic, NF1-germline, FGFR	1
Low-grade glioma	PBTA	Neutrophil	LGG, RTK	15
Low-grade glioma	PBTA	Neutrophil	LGG, RTK, BRAF V600E	1
Low-grade glioma	PBTA	Neutrophil	LGG, RTK, CDKN2A/B	1
Low-grade glioma	PBTA	Neutrophil	LGG, To be classified	5
Low-grade glioma	PBTA	Neutrophil	LGG, other MAPK	26
Low-grade glioma	PBTA	Neutrophil	LGG, other MAPK, CDKN2A/B	1
Low-grade glioma	PBTA	Neutrophil	LGG, other MAPK, H3	1
Low-grade glioma	PBTA	Neutrophil	LGG, other MAPK, IDH	1
Low-grade glioma	PBTA	Neutrophil	LGG, wildtype	53
Low-grade glioma	PBTA	Neutrophil	SEGA, RTK	1
Low-grade glioma	PBTA	Neutrophil	SEGA, wildtype	2
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, BRAF V600E	34
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, BRAF V600E, CDKN2A/B	8
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, BRAF V600E, other MAPK	2
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, BRAF/MAPK	3
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, FGFR	12
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, FGFR, NF1-germline	1
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, FGFR, NF1-somatic	1
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, IDH	8
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, KIAA1549-BRAF	189
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, KIAA1549-BRAF, BRAF V600E	2
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, KIAA1549-BRAF, CDKN2A/B	1
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, KIAA1549-BRAF, FGFR	2
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, KIAA1549-BRAF, RTK	8
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, KIAA1549-BRAF, other MAPK	3
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, MAPK	2
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, MYB/MYBL1	6
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, MYB/MYBL1, other MAPK	1
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, NF1-germline	6
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, NF1-germline, CDKN2A/B	3
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, NF1-germline, FGFR	2
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, NF1-germline, RTK, FGFR	1
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, NF1-germline, other MAPK	1
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, NF1-somatic	3
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, NF1-somatic, FGFR	9
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, NF1-somatic, NF1-germline	2
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, NF1-somatic, NF1-germline, CDKN2A/B	1
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, NF1-somatic, NF1-germline, FGFR	1
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, RTK	15
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, RTK, BRAF V600E	1
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, RTK, CDKN2A/B	1
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, To be classified	5
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, other MAPK	26
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, other MAPK, CDKN2A/B	1
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, other MAPK, H3	1
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, other MAPK, IDH	1
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	LGG, wildtype	53
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	SEGA, RTK	1
Low-grade glioma	PBTA	T cell CD4+ (non-regulatory)	SEGA, wildtype	2
Low-grade glioma	PBTA	T cell CD8+	LGG, BRAF V600E	34
Low-grade glioma	PBTA	T cell CD8+	LGG, BRAF V600E, CDKN2A/B	8
Low-grade glioma	PBTA	T cell CD8+	LGG, BRAF V600E, other MAPK	2
Low-grade glioma	PBTA	T cell CD8+	LGG, BRAF/MAPK	3
Low-grade glioma	PBTA	T cell CD8+	LGG, FGFR	12
Low-grade glioma	PBTA	T cell CD8+	LGG, FGFR, NF1-germline	1
Low-grade glioma	PBTA	T cell CD8+	LGG, FGFR, NF1-somatic	1
Low-grade glioma	PBTA	T cell CD8+	LGG, IDH	8
Low-grade glioma	PBTA	T cell CD8+	LGG, KIAA1549-BRAF	189
Low-grade glioma	PBTA	T cell CD8+	LGG, KIAA1549-BRAF, BRAF V600E	2
Low-grade glioma	PBTA	T cell CD8+	LGG, KIAA1549-BRAF, CDKN2A/B	1
Low-grade glioma	PBTA	T cell CD8+	LGG, KIAA1549-BRAF, FGFR	2
Low-grade glioma	PBTA	T cell CD8+	LGG, KIAA1549-BRAF, RTK	8
Low-grade glioma	PBTA	T cell CD8+	LGG, KIAA1549-BRAF, other MAPK	3
Low-grade glioma	PBTA	T cell CD8+	LGG, MAPK	2
Low-grade glioma	PBTA	T cell CD8+	LGG, MYB/MYBL1	6
Low-grade glioma	PBTA	T cell CD8+	LGG, MYB/MYBL1, other MAPK	1
Low-grade glioma	PBTA	T cell CD8+	LGG, NF1-germline	6
Low-grade glioma	PBTA	T cell CD8+	LGG, NF1-germline, CDKN2A/B	3
Low-grade glioma	PBTA	T cell CD8+	LGG, NF1-germline, FGFR	2
Low-grade glioma	PBTA	T cell CD8+	LGG, NF1-germline, RTK, FGFR	1
Low-grade glioma	PBTA	T cell CD8+	LGG, NF1-germline, other MAPK	1
Low-grade glioma	PBTA	T cell CD8+	LGG, NF1-somatic	3
Low-grade glioma	PBTA	T cell CD8+	LGG, NF1-somatic, FGFR	9
Low-grade glioma	PBTA	T cell CD8+	LGG, NF1-somatic, NF1-germline	2
Low-grade glioma	PBTA	T cell CD8+	LGG, NF1-somatic, NF1-germline, CDKN2A/B	1
Low-grade glioma	PBTA	T cell CD8+	LGG, NF1-somatic, NF1-germline, FGFR	1
Low-grade glioma	PBTA	T cell CD8+	LGG, RTK	15
Low-grade glioma	PBTA	T cell CD8+	LGG, RTK, BRAF V600E	1
Low-grade glioma	PBTA	T cell CD8+	LGG, RTK, CDKN2A/B	1
Low-grade glioma	PBTA	T cell CD8+	LGG, To be classified	5
Low-grade glioma	PBTA	T cell CD8+	LGG, other MAPK	26
Low-grade glioma	PBTA	T cell CD8+	LGG, other MAPK, CDKN2A/B	1
Low-grade glioma	PBTA	T cell CD8+	LGG, other MAPK, H3	1
Low-grade glioma	PBTA	T cell CD8+	LGG, other MAPK, IDH	1
Low-grade glioma	PBTA	T cell CD8+	LGG, wildtype	53
Low-grade glioma	PBTA	T cell CD8+	SEGA, RTK	1
Low-grade glioma	PBTA	T cell CD8+	SEGA, wildtype	2
Low-grade glioma	PBTA	T cell regulatory (Tregs)	LGG, BRAF V600E	34
Low-grade glioma	PBTA	T cell regulatory (Tregs)	LGG, BRAF V600E, CDKN2A/B	8
Low-grade glioma	PBTA	T cell regulatory (Tregs)	LGG, BRAF V600E, other MAPK	2
Low-grade glioma	PBTA	T cell regulatory (Tregs)	LGG, BRAF/MAPK	3
Low-grade glioma	PBTA	T cell regulatory (Tregs)	LGG, FGFR	12
Low-grade glioma	PBTA	T cell regulatory (Tregs)	LGG, FGFR, NF1-germline	1
Low-grade glioma	PBTA	T cell regulatory (Tregs)	LGG, FGFR, NF1-somatic	1
Low-grade glioma	PBTA	T cell regulatory (Tregs)	LGG, IDH	8
Low-grade glioma	PBTA	T cell regulatory (Tregs)	LGG, KIAA1549-BRAF	189
Low-grade glioma	PBTA	T cell regulatory (Tregs)	LGG, KIAA1549-BRAF, BRAF V600E	2
Low-grade glioma	PBTA	T cell regulatory (Tregs)	LGG, KIAA1549-BRAF, CDKN2A/B	1
Low-grade glioma	PBTA	T cell regulatory (Tregs)	LGG, KIAA1549-BRAF, FGFR	2
Low-grade glioma	PBTA	T cell regulatory (Tregs)	LGG, KIAA1549-BRAF, RTK	8
Low-grade glioma	PBTA	T cell regulatory (Tregs)	LGG, KIAA1549-BRAF, other MAPK	3
Low-grade glioma	PBTA	T cell regulatory (Tregs)	LGG, MAPK	2
Low-grade glioma	PBTA	T cell regulatory (Tregs)	LGG, MYB/MYBL1	6
Low-grade glioma	PBTA	T cell regulatory (Tregs)	LGG, MYB/MYBL1, other MAPK	1
Low-grade glioma	PBTA	T cell regulatory (Tregs)	LGG, NF1-germline	6
Low-grade glioma	PBTA	T cell regulatory (Tregs)	LGG, NF1-germline, CDKN2A/B	3
Low-grade glioma	PBTA	T cell regulatory (Tregs)	LGG, NF1-germline, FGFR	2
